الرقم الخاص,الرقم العام,توصيف المجال العلمى,كود المقرر,رؤوس الموضوعات,المقرر  الذى يدعمه الوعاء,عنوان الوعاء,اسم المؤلف,مؤلفين مشاركين,الناشر,مكان النشر,تاريخ النشر,رقم الطبعة,الترقيم الدولى ,اللغة,القسم,نوع
721.046/M.E.L,204,تصميم معمارى,ARCH 407,Urban Design & Landscape,مبانى ساحلية - تصميم/الهندسة المعمارية/المياه المنزلية والهندسة المعمارية,Living on the Water,Elizabeth McMillian,لا يوجد,Thames & Hudson,Singapore,1992,ط.1992,0-500-01864-2/978-050-001-864-4,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/B.J.J,205,تصميم معمارى,ARCH 402,Architectural Design III,جدة/جدة (المملكة العربية السعودية) أعمال تصويرية/أعمال تصويرية/المملكة العربية السعودية جدة,Jeddah : old and new,James Buchan,لا يوجد, Stacey International, London,1980,ط1,0-905-743-229,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/B.M.A,206,تصميم معمارى,ARCH 407,Urban Design & Landscape,التصميم المعمارى - أعمال مصورة/العمارة الحديثة - أطالس/العمارة العالمية - أطالس/العمارة العالمية - أعمال مصورة,Atlas of World Architecture,Markus Sebastian Braun,Chris van Uffelnen,Braun,Germany,2013,ط 1,978-3-03768127-5,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/B.R.C,207,تصميم معمارى,ARCH 320,(3) Building Construction III,تصميم المباني/تشييد المباني/بناء/إنشاءات/إنشاءات (نحت),The Construction of Buildings . Construction and Materials . V. 1,Robin Barry,لا يوجد,Granda Technical Books - Granda Publishing Lid,London,1980,ط.4,246114916,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/B.R.C,208,تصميم معمارى,ARCH 320,(3) Building Construction III,تصميم المباني/تشييد المباني/بناء/إنشاءات/إنشاءات (نحت),The Construction of Buildings . Windows. Doors. Fires. Stairs. Finishes . V 2,Robin Barry,لا يوجد,Granda Technical Books - Granda Publishing Lid,London,1982,ط.3,3833682,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/D.S.H,209,تصميم معمارى,ARCH 215,History of Architecture II,المبانى/الهندسة المعمارية كتالوجات الولايات المتحدة في القرن العشرين/الهندسة المعمارية تاريخ الولايات المتحدة القرن العشرين/هربرت س. نيومان وشركاه/كتالوجات هربرت س. نيومان وشركاه/تاريخ/الولايات المتحدة,Herbert S. Newman and Partners .selected and current works,Stephen Dophen,Andy Whyte,Images Pub. Group,Hong Kong,1999,ط.1999,1-864-700-521,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/G.P.A,210,تصميم معمارى,ARCH 215,History of Architecture II,العمارة في القرن العشرين/العمارة - القرن 21/العمارة الحديثة/العمارة - تصميم/العمارة - باريس/العمارة - مخططات,Paris : Contemporary Architecture,Andrea Gleiniger,Gerhard Matzig/Sebastian Redecke,Prestel Munich,New york,1997,ط.1997,3-7913-1655-9/3-7913-1655-8,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/J.P.A,211,تصميم معمارى,ARCH 402,Architectural Design III,متنوع في سويزلاندا,Architecture in Switzerland,Philip Jodidio,لا يوجد,TASCHEN,Italy,2006,ط.2006,978-382-283-973-7,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/J.P.A,212,تصميم معمارى,ARCH 403,Architectural Design IV,"مباني تجارية وصناعية/الجزيرة العربية/المهندسين المعماريين الإماراتيين العرب موحدين/المهندسين المعماريين/المهندسين المعماريين الإمارات العربية المتحدة/بنيان/العمارة الإمارات العربية المتحدة في القرن الحادي والعشرين/العمارة الإمارات العربية المتحدة تاريخ القرن الحادي والعشرين/المهندسون المعماريون الإمارات العربية المتحدة، التسعينيات، العقد الأول من القرن الحادي والعشرين/تاريخ العمارة الإمارات العربية المتحدة التسعينيات العقد الأول من القرن الحادي والعشرين/تاريخ/الإمارات العربية المتحدة",Architecture in The Emirates,Philip Jodidio,لا يوجد,TASCHEN,Italy,2007,ط.2007,978-382-282-396-6,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/J.P.A,213,تصميم معمارى,ARCH 403,Architectural Design IV,العمارة - تصميم/العمارة الهولندية/متنوع,Architecture in the Netherlands,Philip Jodidio,لا يوجد,TASCHEN,Italy,2006,ط.2006,978-382-283-971-3,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/L.Z.A,214,تصميم معمارى,ARCH 402,Architectural Design III,التصميم المعمارى - الصين/العمارة - الصين/العمارة الحديثة - الصين,The Best Expression of Architecture II : Bisiness & Culture  (ترجمة العنوان من الصينية),Shang Ran, Zhou Xiaoyou,Nguyen Hai Hong,Chinese,2010,ط.1,978-7-5609-6210-8,لغة صينية,الهندسة المعمارية والتصميم,ورقي
721/L.Z.A,215,تصميم معمارى,ARCH 304,Theory of Architecture,التصميم المعمارى - الصين/العمارة - الصين/العمارة الحديثة - الصين,The Best Expression of Architecture II : Office  (ترجمة العنوان من الصينية),Xiao Ran,Xiaoyou Zhou,Nguyen Hai Hong,Chinese,2010,ط1,978-7-5609-6208-5,لغة صينية,الهندسة المعمارية والتصميم,ورقي
721/L.Z.A,216,تصميم معمارى,ARCH 304,Theory of Architecture,التصميم المعمارى - الصين/العمارة - الصين/العمارة الحديثة - الصين,The Best Expression of Architecture II :Residential& Planning  (ترجمة العنوان من الصينية),Xiao Ran,Xiaoyou Zhou,Huazhong University of Science and Technology,Chinese,2010,ط1,978-7-5609-6209-2,لغة صينية,الهندسة المعمارية والتصميم,ورقي
721/P.C.P,217,تصميم معمارى,ARCH 302,Architectural Design II,"مبانى مرتفعة/مساكن مكاتب ماليزيا كوالالمبور/كوالالمبور (ماليزيا) الإنشاءات/كوالالمبور (ماليزيا) المباني والمنشآت وغيرها/أبراج بتروناس في كوالالمبور/ماليزيا كوالالمبور/برجا بتروناس التوأم (كوالالمبور، ماليزيا)/مباني المكاتب/مباني المكاتب ماليزيا كوالالمبور/أبراج بتروناس (كوالالمبور)/ناطحات السحاب/ناطحات السحاب ماليزيا كوالالمبور",Petronas Twin Towers : The Architecture of High Construction,Cesar Pelli, Michael J. Crosbie, Wiley-Academy,Singapore,2005,ط2,9780470018675/0470018674,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/P.H.A,218,تصميم معمارى,ARCH 219,Theory of Architecture I,الرسومات المعمارية/الهندسة المعمارية - القرن 21 - التصاميم والخطط/العمارة الحديثة/الهندسة المعمارية/تصاميم وخطط القرن الحادي والعشرين الحديثة,Architecture Manual 3 Design. Concept. Script. Process,Balqis ,لا يوجد,Huazhong University of Science and Technology,china,2010,ط.1,978-7-5609-6040-1,لغة صينية,الهندسة المعمارية والتصميم,ورقي
721/R.H.D,219,تصميم معمارى,ARCH 219,Theory of Architecture I,أعمال يدوية/حرف يدوية/مشاريع يدوية/أشغال يدوية/صنع يدوي/هوايات/أنشطة عائلية/وقت الفراغ/إبداع/ابتكار/فنون,The Family Handyman Do-It-Yourself Encyclopedia: 10 : Lat-Mot, Rockville House /,لا يوجد, Rockville House Publishers. Inc./Universal Publishing & Distributing Corporation,United States of America,1970,ط1,9780830697465/ 0830697462,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/R.H.D,220,تصميم معمارى,ARCH 219,Theory of Architecture I,أعمال يدوية/حرف يدوية/مشاريع يدوية/أشغال يدوية/صنع يدوي/هوايات/أنشطة عائلية/وقت الفراغ/إبداع/ابتكار/فنون,Do-It-Yourself : 11 : Mot-Pai, Rockville House /,لا يوجد, Rockville House Publishers. Inc./Universal Publishing & Distributing Corporation,United States of America,1970,ط 1,9780830697465/ 0830697462,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/R.H.D,221,تصميم معمارى,ARCH 219,Theory of Architecture I,أعمال يدوية/حرف يدوية/مشاريع يدوية/أشغال يدوية/صنع يدوي/هوايات/أنشطة عائلية/وقت الفراغ/إبداع/ابتكار/فنون,The Family Handyman Do-It-Yourself Encyclopedia : 12 : Pai-Plu, Rockville House /,لا يوجد, Rockville House Publishers. Inc./Universal Publishing & Distributing Corporation,United States of America,1970,ط1,9780830697465/0830697462,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/R.H.D,222,تصميم معمارى,ARCH 219,Theory of Architecture I,أعمال يدوية/حرف يدوية/مشاريع يدوية/أشغال يدوية/صنع يدوي/هوايات/أنشطة عائلية/وقت الفراغ/إبداع/ابتكار/فنون,The Family Handyman Do-It-Yourself Encyclopedia : 13 : Ply-Riv, Rockville House /,لا يوجد, Rockville House Publishers. Inc./Universal Publishing & Distributing Corporation,United States of America,1970,ط 1,9780830697465/0830697462,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/R.H.D,223,تصميم معمارى,ARCH 219,Theory of Architecture I,أعمال يدوية/حرف يدوية/مشاريع يدوية/أشغال يدوية/صنع يدوي/هوايات/أنشطة عائلية/وقت الفراغ/إبداع/ابتكار/فنون,The Family Handyman Do-It-Yourself Encyclopedia : 14 : Roc-Sha, Rockville House /,لا يوجد, Rockville House Publishers. Inc./Universal Publishing & Distributing Corporation,United States of America,1970,ط 1,9780830697465/0830697462,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
721/R.H.D,224,تصميم معمارى,ARCH 219,Theory of Architecture I,أعمال يدوية/حرف يدوية/مشاريع يدوية/أشغال يدوية/صنع يدوي/هوايات/أنشطة عائلية/وقت الفراغ/إبداع/ابتكار/فنون,The Family Handyman Do-It-Yourself Encyclopedia: 15 : She-Til, Rockville House /,لا يوجد, Rockville House Publishers. Inc./Universal Publishing & Distributing Corporation,United States of America,1970,ط1,9780830697465/0830697462,لغة إنجليزية,الهندسة المعمارية والتصميم,ورقي
